"STREET LOCATION"
"304 East 44th Street"
"905 East 44th Street"
"906 East 44th Street"
"907 East 44th Street"
"700 East 44th Street"
"701 East 44th Street"
"711 East 44th Street"
"805 East 44th Street"
"806 East 44th Street"
"807 East 44th Street"
"905 East 44th Street"
"906 East 44th Street"
"907 East 44th Street"
"909 East 44th Street"
"910 East 44th Street"
"911 East 44th Street"
"1000 East 44th Street"
"305 West 44th Street"
"306 West 44th Street"
"403 West 44th Street"
"505 West 44th Street"
"507 West 44th Street"
"302 East 45th Street"
"304 East 45th Street"
"305 East 45th Street"
"411 East 45th Street"
"700 East 45th Street"
"702 East 45th Street"
"709 East 45th Street"
"710 East 45th Street"
"713 East 45th Street"
"804 East 45th Street"
"807 East 45th Street"
"809 East 45th Street"
"206 West 45th Street"
"207 West 45th Street"
"305 West 45th Street"
"307 West 45th Street"
"407 West 45th Street"
"701 East 45-1/2 Street"
"703 East 45-1/2 Street"
"705 East 45-1/2 Street"
"707 East 45-1/2 Street"
"812 East 45-1/2 Street"
"104 East 46th Street"
"105 East 46th Street"
"200* East 46th Street"
"509 East 46th Street"
"703 East 46th Street"
"805 East 46th Street"
"903 East 46th Street"
"916 East 46th Street"
"918* East 46th Street"
"922 East 46th Street"
"204 West 46th Street"
"204 East 47th Street"
"207 East 47th Street"
"513* East 47th Street"
"604 East 47th Street"
"709 East 47th Street"
"710 East 47th Street"
"906 East 47th Street"
"1002 East 47th Street"
"1004 East 47th Street"
"1006 East 47th Street"
"108 East 48th Street"
"300 Blk East 48th Street"
"402 East 48th Street"
"502 East 48th Street"
"504 East 49th Street"
"512 East 49th Street"
"602 East 49th Street"
"604 East 49th Street"
"610 East 49th Street"
"612 East 49th Street"
"806 East 49th Street"
"814 East 49th Street"
"1010 East 49th Street"
"1013 East 49th Street"
"1015 East 49th Street"
"3906  Bailey"
"4412  Barrow Avenue"
"4414  Barrow Avenue"
"4416  Barrow Avenue"
"4417  Barrow Avenue"
"4418  Barrow Avenue"
"4419  Barrow Avenue"
"2901  Beanna Street"
"2903  Beanna Street"
"2905  Beanna Street"
"2907  Beanna Street"
"2908  Beanna Street"
"2909  Beanna Street"
"2911  Beanna Street"
"2913  Beanna Street"
"2914  Beanna Street"
"2915  Beanna Street"
"501  Bellevue Place"
"506  Bellevue Place"
"508  Bellevue Place"
"509  Bellevue Place"
"511  Bellevue Place"
"4413  Bellevue Place"
"4414  Bellevue Place"
"4415  Bellevue Place"
"4416  Bellevue Place"
"4418  Bellevue Place"
"4419  Bellevue Place"
"4421  Bellevue Place"
"3103  Benelva Drive"
"3113  Benelva Drive"
"3115  Benelva Drive"
"4000  Burnet Street"
"4002  Burnet Street"
"4008  Burnet Street"
"4106  Burnet Street"
"4108  Burnet Street"
"4110  Burnet Street"
"4114  Burnet Street"
"712 East 44th Street"
"800 East 44th Street"
"801 East 44th Street"
"803 East 44th Street"
"804 East 44th Street"
"1001 East 44th Street"
"1002 East 44th Street"
"1003 East 44th Street"
"1004 East 44th Street"
"1006 East 44th Street"
"1007 East 44th Street"
"1008 East 44th Street"
"1010 East 44th Street"
"202 West 44th Street"
"203 West 44th Street"
"204 West 44th Street"
"302 West 44th Street"
"304 West 45th Street"
"600  Bellevue Place"
"601  Bellevue Place"
"603  Bellevue Place"
"605  Bellevue Place"
"609  Bellevue Place"
"4201  Bellevue Place"
"4202  Bellevue Place"
"4206  Bellevue Place"
"4207  Bellevue Place"
"4208  Bellevue Place"
"4210  Bellevue Place"
"4211  Bellevue Place"
"4300  Bellevue Place"
"4302  Bellevue Place"
"4304  Bellevue Place"
"4306  Bellevue Place"
"709  Carolyn Avenue"
"4303  Caswell Avenue"
"4305  Caswell Avenue"
"4405  Caswell Avenue"
"4406  Caswell Avenue"
"4408  Caswell Avenue"
"4409  Caswell Avenue"
"4412  Caswell Avenue"
"4502  Caswell Avenue"
"4512  Caswell Avenue"
"4514  Caswell Avenue"
"4522  Caswell Avenue"
"4600  Caswell Avenue"
"4606  Caswell Avenue"
"4608  Caswell Avenue"
"4615  Caswell Avenue"
"4700  blk of Caswell"
"4307  Bellevue Place"
"4310  Bellevue Place"
"4315  Bellevue Place"
"4400  Bellevue Place"
"4402  Bellevue Place"
"4408  Bellevue Place"
"501  Carolyn Avenue"
"505  Carolyn Avenue"
"506  Carolyn Avenue"
"508  Carolyn Avenue"
"509  Carolyn Avenue"
"600  Carolyn Avenue"
"601  Carolyn Avenue"
"602  Carolyn Avenue"
"603  Carolyn Avenue"
"604  Carolyn Avenue"
"608  Carolyn Avenue"
"3407  Cedar Street"
"3408  Cedar Street"
"3409  Cedar Street"
"3411  Cedar Street"
"3412  Cedar Street"
"3413  Cedar Street"
"3414  Cedar Street"
"3415  Cedar Street"
"3417  Cedar Street"
"3700  blk of Cedar Street"
"3701  Cedar Street"
"3703  Cedar Street"
"3407  Cedar Street"
"3408  Cedar Street"
"3409  Cedar Street"
"3411  Cedar Street"
"3412  Cedar Street"
"3404  Grooms Street"
"3500  blk of Grooms"
"3504  Grooms Street"
"3606  Grooms Street"
"3608  Grooms Street"
"3704  Grooms Street"
"3706  Grooms Street"
"3000  blk of Guadalupe"
"3002  Guadalupe Street"
"3025  Guadalupe Street"
"3101  Guadalupe Street"
"3204  Guadalupe Street"
"3205  Guadalupe Street"
"3404  Guadalupe Street"
"3415  Guadalupe Street"
"3511  Guadalupe Street"
"4013  Guadalupe Street"
"4017  Guadalupe Street"
"4021-4029*  Guadalupe Street"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4100  blk of Guadalupe"
"4101  Guadalupe Street"
"4111  Guadalupe Street"
"4113.5  Guadalupe Street"
"4115  Guadalupe Street"
"4117  Guadalupe Street"
"4119-4125  Guadalupe Street"
"4203  Guadalupe Street"
"4205  Guadalupe Street"
"4207  Guadalupe Street"
"4209  Guadalupe Street"
"4225  Guadalupe Street"
"4311  Guadalupe Street"
"4327  Guadalupe Street"
"4403  Guadalupe Street"
"4407  Guadalupe Street"
"609  Carolyn Avenue"
"701  Carolyn Avenue"
"702  Carolyn Avenue"
"703  Carolyn Avenue"
"705  Carolyn Avenue"
"706  Carolyn Avenue"
"4714  Caswell Avenue"
"4716  Caswell Avenue"
"3400  Cedar Street"
"3402  Cedar Street"
"3404  Cedar Street"
"3405  Cedar Street"
"3406  Cedar Street"
"3413  Cedar Street"
"3414  Cedar Street"
"3415  Cedar Street"
"3417  Cedar Street"
"4317  Duval"
"4400  Duval"
"4402  Duval"
"4404  Duval"
"4406  Duval"
"4408  Duval"
"4524  Duval"
"4526  Duval"
"4528  Duval"
"4530  Duval"
"4532  Duval"
"4534  Duval"
"4536  Duval"
"4538  Duval"
"4540  Duval"
"4600  Duval"
"4612  Duval"
"4710  Duval"
"3700  blk of Cedar St."
"3701  Cedar Street"
"3703  Cedar Street"
"3705  Cedar Street"
"3709  Cedar Street"
"3711  Cedar Street"
"4604*  Clarkson Avenue"
"4800  Clarkson Avenue"
"4802  Clarkson Avenue"
"4511  Depew Avenue"
"4515  Depew Avenue"
"4517  Depew Avenue"
"4518  Depew Avenue"
"4519  Depew Avenue"
"4606  Depew Avenue"
"4607  Depew Avenue"
"4609  Depew Avenue"
"4611  Depew Avenue"
"3005  Fruth Street"
"3006  Fruth Street"
"3008  Fruth Street"
"3009A-D  Fruth Street"
"3010  Fruth Street"
"3104  Grandview Street"
"3107  Grandview Street"
"3108  Grandview Street"
"3109  Grandview Street"
"3111  Grandview Street"
"3113  Grandview Street"
"3200  Grandview Street"
"3204  Grandview Street"
"3206  Grandview Street"
"3208  Grandview Street"
"3500  Greenway"
"3103  Grooms Street"
"3105  Grooms Street"
"3111  Grooms Street"
"3206  Grooms Street"
"3304  Grooms Street"
"3402  Grooms Street"
"4505  Guadalupe Street"
"3212  Hampton Road"
"3209  Hampton Road"
"3211  Hampton Road"
"3215  Hampton Road"
"3217  Hampton Road"
"3302*  Hampton Road"
"3303  Hampton Road"
"3307  Hampton Road"
"3308  Hampton Road"
"3309  Hampton Road"
"3311  Hampton Road"
"3403*  Hampton Road"
"3408  Hampton Road"
"3504  Hampton Road"
"500  Harris Avenue"
"507  Harris Avenue"
"508  Harris Avenue"
"509  Harris Avenue"
"511  Harris Avenue"
"600  Harris Avenue"
"601  Harris Avenue"
"602  Harris Avenue"
"604  Harris Avenue"
"700  Harris Avenue"
"704  Harris Avenue"
"705  Harris Avenue"
"706  Harris Avenue"
"707  Harris Avenue"
"708  Harris Avenue"
"712  Harris Avenue"
"716  Harris Avenue"
"718  Harris Avenue"
"819  Harris Avenue"
"821  Harris Avenue"
"823  Harris Avenue"
"827  Harris Avenue"
"2902  Harris Park Avenue"
"3006  Harris Park Avenue"
"3101  Harris Park Avenue"
"3102  Harris Park Avenue"
"3103  Harris Park Avenue"
"3105  Harris Park Avenue"
"3110  Harris Park Avenue"
"3200  Harris Park Avenue"
"3201  Harris Park Avenue"
"3203  Harris Park Avenue"
"3204  Harris Park Avenue"
"3205  Harris Park Avenue"
"3206  Harris Park Avenue"
"3207  Harris Park Avenue"
"3208  Harris Park Avenue"
"3209  Harris Park Avenue"
"3210  Harris Park Avenue"
"3211  Harris Park Avenue"
"3212  Harris Park Avenue"
"3213  Harris Park Avenue"
"3214  Harris Park Avenue"
"3216  Harris Park Avenue"
"3302  Harris Park Avenue"
"3303  Harris Park Avenue"
"3304  Harris Park Avenue"
"3306  Harris Park Avenue"
"3308  Harris Park Avenue"
"100  E. First Street"
"106  E. First Street"
"108  E. First Street"
"200  E. First Street"
"207  E. First Street"
"303  E. First Street"
"404  E. First Street"
"405  E. First Street"
"700  blk E. First Street"
"705  E. First Street"
"100  W. First Street"
"600  W. First Street"
"600  W. First Street"
"800  blk. W. First Street"
"800  W. First Street"
"900  W. First Street"
" 1st @ Shoal Creek "
" R.R. &2nd @ Waller Creek (bridge) "
"204  E. Second Street"
" E. Second @ Neches "
"117  E. Second Street"
"102  W. Second Street"
"104  W. Second Street"
"108-110  W. Second Street"
"401  W. Second Street"
"405  W. Second Street"
"400  E. 3rd St."
"405  E. 3rd St."
"505  E. 3rd St."
"600  E. 3rd St."
"600  E. 3rd St."
"604  E. 3rd St."
"604  E. 3rd St."
"606  E. 3rd St."
"608  E. 3rd St"
"200  W. 3rd St."
"200  W. 3rd St."
" 3rd @ Shoal Creek "
" 3rd @ Waller Creek "
" 4th @ Nueces "
"700  blk. E. 4th St."
" 4th @ Waller Creek "
"110  E. 4th St."
"110  E. 4th St."
"110  E. 4th St."
"200-204  E. 4th St."
"206  E. 4th St."
"306  E. 4th St."
"400 @ 310 E. 4th St."
"117  W. 4th St."
"200  W. 4th St."
"208  W. 4th St."
"211  W. 4th St."
"212  W. 4th St."
"213  W. 4th St."
"214  W. 4th St."
"219  W. 4th St."
"304  W. 4th St."
"600  blk. W. 4th St"
"105-113  E. 5th St."
"115  E. 5th St."
"119-121  E. 5th St."
"200 blk San Jacinto/5th st. "
"205  E. 5th St."
"300-304  E. 5th St."
"300-312  E. 5th St."
"301  E. 5th St."
"305  E. 5th St."
"307  E. 5th St."
"309  E. 5th St."
"322  E. 5th St."
"326  E. 5th St."
"401  E. 5th St."
"409  E. 5th St."
"410  E. 5th St."
"501  E. 5th St."
"504  E. 5th St."
"505  E. 5th St."
"4613  Depew Avenue"
"4615  Depew Avenue"
"4618  Depew Avenue"
"4627  Depew Avenue"
"4700  Depew Avenue"
"4703  Depew Avenue"
"4705  Depew Avenue"
"4707  Depew Avenue"
"4709  Depew Avenue"
"4710  Depew Avenue"
"4711  Depew Avenue"
"4716  Depew Avenue"
"4718  Depew Avenue"
"3006  Duval"
"3100  Duval"
"3102  Duval"
"3105  Duval"
"3110  Duval"
"103/105  W. 5th St."
"107/121  W. 5th St."
"116-120  W. 5th St"
"201  W. 5th St"
"209  W. 5th St"
"211  W. 5th St"
"301  W. 5th St"
"303  W. 5th St"
"305  W. 5th St"
"307  W. 5th St"
"309  W. 5th St"
"701  W. 5th St"
"701  W. 5th St"
"801  W. 5th St"
" 5th @ Shoal Creek "
" 5th @ Waller Creek "
"122 Driskill Hotel E. 6th St."
"200-204  E. 6th St."
"4003  Avenue A"
"4004  Avenue A"
"4005  Avenue A"
"4006  Avenue A"
"4007  Avenue A"
"4008  Avenue A"
"4009  Avenue A"
"4010  Avenue A"
"4013  Avenue A"
"4101  Avenue A"
"4102  Avenue A"
"4103  Avenue A"
"4104  Avenue A"
"4105  Avenue A"
"4106  Avenue A"
"4107  Avenue A"
"4108  Avenue A"
"4109  Avenue A"
"4110  Avenue A"
"4112  Avenue A"
"4114  Avenue A"
"4115  Avenue A"
"4117  Avenue A"
"4201  Avenue A"
"4203  Avenue A"
"4205  Avenue A"
"4207  Avenue A"
"4209  Avenue A"
"4210  Avenue A"
"4211  Avenue A"
"4212  Avenue A"
"4213  Avenue A"
"4214  Avenue A"
"4215  Avenue A"
"4302  Avenue A"
"4303  Avenue A"
"4304  Avenue A"
"4311  Avenue A"
"4312  Avenue A"
"4315  Avenue A"
"4408  Avenue A"
"4413  Avenue A"
"4415  Avenue A"
"3807  Avenue B"
"3909  Avenue B"
"3905  Avenue B"
"3907  Avenue B"
"3908  Avenue B"
"3909  Avenue B"
"4001  Avenue B"
"4002  Avenue B"
"4002.5  Avenue B"
"4003  Avenue B"
"4004  Avenue B"
"4005  Avenue B"
"4006  Avenue B"
"4006.5  Avenue B"
"4007  Avenue B"
"4009  Avenue B"
"4010  Avenue B"
"4013  Avenue B"
"4100  Avenue B"
"4102  Avenue B"
"4104  Avenue B"
"4105  Avenue B"
"4106  Avenue B"
"4107  Avenue B"
"4108  Avenue B"
"4109  Avenue B"
"4110  Avenue B"
"4111  Avenue B"
"4112  Avenue B"
"4113  Avenue B"
"4115  Avenue B"
"3126  Duval"
"3209  Duval"
"3210  Duval"
"3215  Duval"
"3219  Duval"
"3300  Duval"
"3312  Duval"
"3400  Duval"
"3402  Duval"
"3406  Duval"
"3408  Duval"
"3412  Duval"
"3500  Duval"
"3502  Duval"
